2012-11-25,10.0134
2012-11-26,10.0154
2012-11-27,10.0033
2012-11-28,10.0053
2012-11-29,10.0073
2012-11-30,10.0094
2012-12-01,10.0094
2012-12-02,10.0135
2012-12-03,10.0156
2012-12-04,10.0034
2012-12-05,10.0054
2012-12-06,10.0075
2012-12-07,10.0096
2012-12-08,10.0096
2012-12-09,10.0137
2012-12-10,10.0158
2012-12-11,10.0033
2012-12-12,10.0054
2012-12-13,10.0074
2012-12-14,10.0095
2012-12-15,10.0095
2012-12-16,10.0137
2012-12-17,10.0158
2012-12-18,10.0034
2012-12-19,10.0054
2012-12-20,10.0075
2012-12-21,10.0096
2012-12-22,10.0096
2012-12-23,10.0137
2012-12-24,10.0158
2012-12-25,10.0033
2012-12-26,10.0054
2012-12-27,10.0075
2012-12-28,10.0096
2012-12-29,10.0096
2012-12-30,10.0137
2012-12-31,10.0013
2013-01-01,10.0033
2013-01-02,10.0054
2013-01-03,10.0075
2013-01-04,10.0096
2013-01-05,10.0096
2013-01-06,10.0137
2013-01-07,10.0013
2013-01-08,10.0034
2013-01-09,10.0054
2013-01-10,10.0075
2013-01-11,10.0095
2013-01-12,10.0095
2013-01-13,10.0136
2013-01-14,10.0013
2013-01-15,10.0034
2013-01-16,10.0054
2013-01-17,10.0075
2013-01-18,10.0095
2013-01-19,10.0095
2013-01-20,10.0137
2013-01-21,10.0013
2013-01-22,10.0034
2013-01-23,10.0055
2013-01-24,10.0076
2013-01-25,10.0076
2013-01-26,10.0076
2013-01-27,10.0138
2013-01-28,10.0013
2013-01-29,10.0038
2013-01-30,10.0058
2013-01-31,10.0078
2013-02-01,10.0096
2013-02-02,10.0096
2013-02-03,10.0136
2013-02-04,10.0013
