Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


ABN  AMRO Mutual Fund
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.8943;11.8943;11.8943;01-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9242;11.9242;11.9242;04-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9268;11.9268;11.9268;05-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9480;11.9480;11.9480;06-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9320;11.9320;11.9320;07-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9510;11.9510;11.9510;08-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.8943;11.8943;11.8943;11-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9188;11.9188;11.9188;12-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9722;11.9722;11.9722;13-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9880;11.9880;11.9880;14-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9919;11.9919;11.9919;15-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0245;12.0245;12.0245;18-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;11.9978;11.9978;11.9978;19-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0282;12.0282;12.0282;20-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0494;12.0494;12.0494;21-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0462;12.0462;12.0462;22-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0456;12.0456;12.0456;25-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.0902;12.0902;12.0902;26-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.1177;12.1177;12.1177;27-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.1109;12.1109;12.1109;28-Sep-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.1201;12.1201;12.1201;29-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3166;10.3166;10.3166;01-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3426;10.3426;10.3426;04-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3449;10.3449;10.3449;05-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3632;10.3632;10.3632;06-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3493;10.3493;10.3493;07-Sep-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.3658;10.3658;10.3658;08-Sep-2006
