Scheme Code;Scheme Name;Net Asset Value;Repurchase Price;Sale Price;Date

Open Ended Schemes ( Income )


ABN  AMRO Mutual Fund
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7415;12.7415;12.7415;01-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7867;12.7867;12.7867;04-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8143;12.8143;12.8143;05-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8021;12.8021;12.8021;06-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7921;12.7921;12.7921;07-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7905;12.7905;12.7905;08-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7704;12.7704;12.7704;11-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7143;12.7143;12.7143;12-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7040;12.7040;12.7040;13-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7853;12.7853;12.7853;14-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8367;12.8367;12.8367;15-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8462;12.8462;12.8462;18-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7990;12.7990;12.7990;19-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.7883;12.7883;12.7883;20-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8114;12.8114;12.8114;21-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8342;12.8342;12.8342;22-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8791;12.8791;12.8791;26-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.8918;12.8918;12.8918;27-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.9035;12.9035;12.9035;28-Dec-2006
102652;ABN AMRO  Monthly Income Plan-Regular Plan-Growth Option;12.9233;12.9233;12.9233;29-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8254;10.8254;10.8254;01-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8639;10.8639;10.8639;04-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8873;10.8873;10.8873;05-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8770;10.8770;10.8770;06-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8684;10.8684;10.8684;07-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8671;10.8671;10.8671;08-Dec-2006
102653;ABN AMRO  Monthly Income Plan-Regular Plan-Monthly Dividend Option;10.8500;10.8500;10.8500;11-Dec-2006
